site_id,lat,lon,AI,regime,observed_sensitivity,reconstructed_sensitivity,c_vpd,c_sm,c_ta,n_years
JP-Spp,42.986843,141.385331,2.075724601745605,Humid regions,0.1383415051590337,-0.0031028459837664,-0.0061877615922891,-0.0024317248791178,0.0055166404876405,18
JP-Tef,45.055808,142.107122,2.0488531589508057,Humid regions,0.0472401512530969,-0.0543283992313507,-0.0014443751613613,-0.0239713144116659,-0.0289127096583233,4
JP-Tmd,42.735911,141.523147,1.9673216342926023,Humid regions,0.0566604483198148,0.0266657626611324,0.0340473385915168,-0.0047378847197962,-0.002643691210588,18
JP-Tmk,42.73930556,141.5148278,1.9673216342926023,Humid regions,0.4285999045171621,0.1493685200193782,-0.0327566837972817,-0.0208271348977477,0.2029523387144078,3
JP-Yms,34.790278,135.840939,1.5229787826538086,Humid regions,0.1663283456287296,0.0045614604372779,0.0287447350013167,-0.0775523903025084,0.0533691157384697,7
JP-Ynf,26.751,128.212667,1.6157110929489136,Humid regions,0.2381144640752877,-0.0644699976992725,-0.0175067399816328,-0.0457127434263026,-0.001250514291337,7
KE-Kpt,-1.614186645,37.1331100499999,0.4132494628429413,Drylands,-0.346230757027254,-0.2060124702511018,-0.0855126643349677,-0.0030655755734885,-0.1174342303426455,4
KR-CRK,38.2013,127.2497,1.7588173151016235,Humid regions,0.1831061545728241,-0.0408808159215077,0.0065461378791888,-0.0342768408311575,-0.013150112969539,7
KR-CmF,37.1599,127.65365,1.69762122631073,Humid regions,-0.0025985017205642,0.0308343252810993,0.1089857408189836,-0.0486478212200042,-0.02950359431788,3
KR-GmR,35.74862,126.86432,1.2932263612747192,Humid regions,0.7483781446153264,0.5302206930845917,0.0550980014885138,-0.0411809742136881,0.516303665809766,3
KR-HcM,37.61938,127.84571,1.749952793121338,Humid regions,-0.0956457294411825,0.0436017493865176,0.0275917465258327,0.0109200854775658,0.005089917383119,4
KR-Hnm,34.5538,126.56992,1.329272985458374,Humid regions,0.1517181759310273,0.1325707136336408,0.1634001089232067,-0.0831187844181512,0.0522893891285853,3
KR-JjM,33.31798,126.56772,2.5186331272125244,Humid regions,0.0372197263518864,0.0181857687364923,0.081888322683895,-0.0777076950209402,0.0140051410735376,4
KR-Kw1,37.74843,127.16261,1.7194068431854248,Humid regions,-0.1186835563712379,-0.2288209353200729,-0.0187608910440888,0.0187537469695007,-0.2288137912454848,3
KR-Kw2,37.74869,127.14888,1.7194068431854248,Humid regions,0.1769113576206915,0.0041733797982394,0.0241202840218766,-0.0056942420570155,-0.0142526621666216,5
KR-PcD,37.48184,128.51603,1.8766635656356807,Humid regions,0.1206700439678184,0.0831391369351983,0.0047438415369029,0.0903491821402784,-0.011953886741983,4
KR-ScC,37.22141,129.29863,1.58109712600708,Humid regions,0.1726690977124151,0.1779505554689319,0.115721685988308,0.0668367309203379,-0.0046078614397139,4
KR-UAO,36.41682,128.79904,1.4583961963653564,Humid regions,0.1774823392556026,0.0208370295020083,-0.0589518546059919,0.0186906427265308,0.0610982413814694,3
KR-WdE,34.35956,126.67779,1.423769474029541,Humid regions,0.301520270147574,0.1469448921744917,0.1620284005155786,-0.0657343879921212,0.0506508796510342,4
MN-Hst,47.592931,105.854973,0.2428890913724899,Drylands,0.18568618739163,0.0861688903001555,0.3965051249199042,0.0219377452396388,-0.3322739798593875,5
MN-Kbu,47.213972,108.737333,0.2622314095497131,Drylands,0.3979757798687038,0.1705629364004012,0.2329148259419318,-0.0276531620448863,-0.0346987274966442,6
MN-Nkh,47.693592,107.489342,0.3533863425254822,Drylands,-0.0162666273661284,0.1149035236144866,0.0657504407988606,0.0514023017183568,-0.0022492189027307,5
MX-Aog,26.9968,-108.7892,0.3937418162822723,Drylands,-0.5322697350737592,-0.0415586879105113,-0.0036554434851905,-0.0767273637180479,0.0388241192927271,3
NL-Loo,52.16644722,5.74355,1.2737122774124146,Humid regions,0.0267719040256748,0.0283664383502868,0.0293602458198365,0.005743670079987,-0.0067374775495367,22
NL-Vkp,51.980934,5.618825,1.192026138305664,Humid regions,0.0627098977297454,-0.0258559403570413,-0.0297250720353553,0.0038015267003582,6.760497795571902e-05,9
NZ-ADd,-43.64405,172.35465,0.6675897836685181,Humid regions,-0.4798373479380896,-0.1432903577286823,0.0029711583342266,-0.1328389263713612,-0.0134225896915478,5
NZ-ADw,-43.64935,172.34952,0.6675897836685181,Humid regions,0.082499953420379,0.0140848637054567,0.0034670355211697,0.0131830020170439,-0.0025651738327568,8
RU-Ege,60.01551563,133.82401228,0.7346871495246887,Humid regions,0.1087305385770016,-0.0634411088274938,0.0955474902286669,-0.0169035567397209,-0.1420850423164398,4
RU-Fy2,56.447603,32.901878,1.309783101081848,Humid regions,-0.2137537140205978,-0.1780004159587624,0.0095969137706302,-0.0252095877109707,-0.1623877420184219,8
RU-Fy3,56.4435,33.0478,1.3081737756729126,Humid regions,-0.274108900807512,-0.1848779416519894,0.0594711610081189,0.0122057681780806,-0.256554870838189,3
RU-Fyo,56.4615278,32.9220833,1.309783101081848,Humid regions,-0.1105239357247637,-0.2245322024327934,-0.0110248107252872,0.0026950908582561,-0.2162024825657623,17
RU-NeC,62.314844,129.500075,0.5501344799995422,Drylands,0.0175302692953237,-0.0342247651008844,-0.0025455533235308,-0.0536118955014257,0.0219326837240721,6
RU-NeF,62.315615,129.499964,0.5525503158569336,Drylands,0.1424578627125992,0.1002704763628807,0.1837408624029751,-0.0633334752891894,-0.0201369107509048,6
SE-Nor,60.08649722,17.47950278,1.1166584491729736,Humid regions,0.0097910142118802,-0.0072300317654752,-0.0070468191486736,-0.0342060187548778,0.0340228061380762,5
SE-Svb,64.25611,19.7745,1.571058750152588,Humid regions,-0.4146641039354689,-0.2901667029991904,-0.0896025154242337,0.0254329195531145,-0.2259971071280712,4
SN-Nkr,14.49581,-16.45357,0.3178175389766693,Drylands,-0.0617603172660637,-0.0879329523593098,0.0615827614770069,-0.1053912021758412,-0.0441245116604754,5
US-ABa,27.1301,-81.2011,0.9374468326568604,Humid regions,-0.3558538487940051,-0.0499321681529817,-0.1183432637368977,0.0152579574970464,0.0531531380868695,3
US-ABc,27.1633,-81.1873,0.9136796593666076,Humid regions,0.4566850311923863,0.0658672013902941,0.0090030039681351,0.0291578648726568,0.0277063325495021,3
US-ABd,27.1699,-81.2152,0.9374468326568604,Humid regions,-0.5151034437111109,-0.0988458760661211,0.0716926966509271,-0.1405307405422228,-0.0300078321748255,3
US-AR1,36.4267,-99.42,0.3584407866001129,Drylands,-0.3757656823510083,-0.1259024140223236,-0.0168227930804998,-0.0288047835326577,-0.0802748374091659,4
US-AR2,36.6358,-99.5975,0.3670928478240967,Drylands,-0.4086412127796349,-0.090084635998655,-0.0197938148471222,-0.0559202046747504,-0.0143706164767823,4
US-ARM,36.6058,-97.4888,0.5984489321708679,Drylands,-0.3056177922161471,-0.1590321026602336,-0.0329389301589982,-0.0972718133349128,-0.0288213591663225,17
US-Aud,31.5907,-110.5104,0.2743543684482574,Drylands,-0.2067469994781614,-0.1542737792711695,-0.1499817824337219,-0.0271006259610337,0.0228086291235861,19
US-Bi1,38.0992,-121.4993,0.2581144869327545,Drylands,-0.5223163720060499,-0.332936021038907,-0.01304009833719,-0.2762220531661702,-0.0436738695355466,7
US-CMW,31.6637,-110.1777,0.1846687942743301,Drylands,-1.0941806548695074,-0.8841154224020349,-0.1585860400978473,-0.7440970012662541,0.0185676189620666,3
US-CRT,41.6285,-83.3471,1.0224714279174805,Humid regions,0.2521070509985794,0.3120939281451789,0.004992441764487,0.3225170944751157,-0.0154156080944237,3
US-CdM,37.5241,-109.7471,0.2456379830837249,Drylands,-0.1047014511985256,-0.127549546992606,0.1775501278457781,-0.1906989427119635,-0.1144007321264206,4
US-ChR,35.9311,-84.3324,1.2876479625701904,Humid regions,-0.12974944759431,-0.0493959251658665,-0.0461263267671651,0.0034920145018578,-0.0067616129005592,13
US-Cst,33.0442,-91.9204,1.1639970541000366,Humid regions,-0.3795582730183852,-0.2741742983607234,-0.0555564185349397,0.000836280039149,-0.2194541598649327,5
US-Dk1,35.9712,-79.0934,1.0633058547973633,Humid regions,-0.3681246188928478,-0.2799179358955718,0.0074952054839197,-0.2392576925256381,-0.0481554488538534,4
US-Dk2,35.9736,-79.1004,1.0623000860214231,Humid regions,-0.4241519173484403,-0.2873233713077751,-0.1256163967454517,-0.0833249543679792,-0.0783820201943442,5
US-Dk3,35.9782,-79.0942,1.0633058547973633,Humid regions,-0.1248814321850955,-0.1733142397641664,-0.0459844799931687,-0.0320395535842917,-0.0952902061867059,5
US-EML,63.8784,-149.2536,1.2298364639282229,Humid regions,-0.1199665598576533,-0.1377333200237753,0.0512171619820285,-0.056578286988249,-0.1323721950175547,10
US-Fmf,35.1426,-111.7273,0.4111171364784241,Drylands,-0.137802791837346,-0.0717005313030131,-0.2466322658216449,-0.0532028681301487,0.2281346026487805,6
US-Fuf,35.089,-111.762,0.3967776000499725,Drylands,0.0747605044894746,0.1084158829728063,0.0850271537657616,0.04210286628135,-0.0187141370743054,6
US-Fwf,35.4454,-111.7718,0.369987279176712,Drylands,-0.098738632150095,-0.0851532147239842,0.0398511382180517,-0.125795536267452,0.000791183325416,6
US-GLE,41.3665,-106.2399,0.8083173036575317,Humid regions,-0.027878444915271,-0.0023234503544367,-0.0034258223985073,0.0056793517314887,-0.0045769796874182,15
US-HBK,43.9397,-71.7181,1.8260148763656616,Humid regions,0.0830168048697215,0.15142638991176,-0.0163075450939348,0.1556870544174681,0.0120468805882267,7
US-HWB,40.8608,-77.8488,1.256840705871582,Humid regions,0.0165894442589928,-0.0035848188811052,-0.0052150821159082,0.0061102153508665,-0.0044799521160635,4
US-IAM,41.9994,-93.7042,0.9519598484039308,Humid regions,-0.0865890241098775,0.0233171746290667,0.0873167207537237,-0.0969664051425094,0.0329668590178525,4
US-Jo1,32.582,-106.635,0.1386428773403167,Drylands,0.032501350774518,-0.094283564829445,-0.018221373964762,-0.0686675896625597,-0.0073946012021231,10
US-KFS,39.0561,-95.1907,0.8798136115074158,Humid regions,0.105009644007733,-0.0220910623349845,0.0053987899526968,-0.0340506801941894,0.006560827906508,11
US-Kon,39.0824,-96.5603,0.7605029940605164,Humid regions,-0.0384256430207359,-0.0672338682148359,-0.0595288964234999,-0.0166441239041626,0.0089391521128266,10
US-MN1,45.6168,-96.1269,0.787432074546814,Humid regions,-0.0479368575865312,-0.0267559911470584,-0.0008274391431121,-0.0036261801211951,-0.0223023718827512,6
US-MN2,45.627,-96.1271,0.787432074546814,Humid regions,0.1927145683873286,0.1519985622522789,0.1215328250324477,0.0303458073098182,0.0001199299100128,6
US-MN3,45.6091,-96.1265,0.787432074546814,Humid regions,-0.1064851161131771,-0.0079069445543279,0.0021398244629237,0.0339626059620425,-0.0440093749792943,3
US-MOz,38.7441,-92.2,0.997268795967102,Humid regions,-0.1410173646932919,-0.009681112069472,-0.0067460777057626,0.0020670166177707,-0.0050020509814801,18
US-Me6,44.3233,-121.6078,0.9685056209564208,Humid regions,-0.0171131124839332,0.1219250546133934,-0.0013321821602029,0.1638589164120144,-0.040601679638418,12
US-Mo1,39.2298,-92.1167,1.0262730121612549,Humid regions,0.0468688460352862,-0.0368602780128219,-0.0150120302709642,-0.0231730398669559,0.0013247921250983,8
US-Mo2,38.9488,-91.9945,1.020983338356018,Humid regions,-0.0587135854322854,0.0086992719666997,-0.0558581119151668,0.0199019518262612,0.0446554320556053,5
US-Mo3,39.2322,-92.1493,1.0262730121612549,Humid regions,0.0601240124227268,0.084031059647278,0.0085456935459569,0.0249355658019643,0.0505498002993567,7
US-MtB,32.416,-110.7256,0.3469210267066955,Drylands,0.4563212813523556,0.0812603695765611,0.0206662888424646,0.0383268905346525,0.0222671901994439,12
US-NC1,35.8118,-76.7119,1.0816943645477295,Humid regions,-0.1800541366044464,-0.0856104730392722,-0.0167541602510955,-0.0351174950806235,-0.0337388177075531,8
US-NC2,35.803,-76.6685,1.0804812908172607,Humid regions,-0.5942261259913075,-0.1330803090891319,-0.0372732170221943,-0.0941959365111811,-0.0016111555557563,18
US-NC3,35.799,-76.656,1.0968165397644043,Humid regions,0.3173158023673225,0.0580225821931227,0.031097648933695,0.0002373658609102,0.0266875673985174,7
US-NGC,64.8618,-163.7002,1.4268006086349487,Humid regions,0.3352387386548189,-0.0677849852248184,0.0836815878078905,-0.1721702005542244,0.0207036275215155,6
US-ONA,27.3836,-81.9509,1.003775119781494,Humid regions,-0.0934309319722206,0.000191109539507,-0.0230597210103477,0.0291664174813064,-0.0059155869314516,7
US-Oho,41.5545,-83.8438,1.038422465324402,Humid regions,0.0928794840773063,0.1442944655668694,0.0349681856353381,0.0179853881809125,0.0913408917506187,10
US-Prr,65.1237,-147.4876,0.8246539831161499,Humid regions,0.3524429431543219,0.0565109670622999,-0.074695519038244,0.1184893428154553,0.0127171432850887,12
US-Rls,43.1439,-116.7356,0.3576995134353637,Drylands,0.3894792125874264,0.1127529401468785,0.0853606725397658,-0.0048124243547666,0.0322046919618793,9
US-Rms,43.0645,-116.7486,0.4161242544651031,Drylands,0.4989919709205275,0.1480483655204996,0.1932550075892384,-0.0209525901905912,-0.0242540518781474,9
US-Ro4,44.6781,-93.0723,0.9950621724128724,Humid regions,0.0947320373333022,0.0551932463453054,0.1712367977304903,-0.0980120421962773,-0.0180315091889076,7
US-Ro5,44.691,-93.0576,0.9950621724128724,Humid regions,0.0166164301422689,0.085909766256064,0.0511934615461985,0.0025147679842985,0.0322015367255669,6
US-Ro6,44.6946,-93.0578,0.9950621724128724,Humid regions,0.0790644361501078,0.0131848176906077,0.0016274403436295,0.006020322764031,0.0055370545829471,6
US-Rpf,65.1198,-147.429,0.8246539831161499,Humid regions,0.1609284164513436,0.0857045095145316,0.0872227654114357,0.0046265723765793,-0.0061448282734835,10
US-Rws,43.1675,-116.7132,0.3576995134353637,Drylands,0.1752971475480575,0.0215722267481844,-0.045065097267919,0.0189693532583637,0.0476679707577397,8
US-SHC,39.4315,-120.2398,0.7546544075012207,Humid regions,-0.0223471264851242,-0.1827050860994216,-0.0666064361638005,-0.1162784659427947,0.0001798160071736,4
US-SP1,29.7381,-82.2188,1.0326071977615356,Humid regions,-0.137619692779454,-0.0080007167920557,-0.0154456399487107,0.0113341144144663,-0.0038891912578113,7
US-SRG,31.7894,-110.8277,0.2684826552867889,Drylands,-0.0608624219050828,-0.1145309869172694,-0.0466848709713086,-0.0789349716693597,0.0110888557233989,15
US-SRM,31.8214,-110.8661,0.2186699956655502,Drylands,-0.5862751186623057,-0.3653046041275259,-0.3041634983161997,-0.115292665785393,0.0541515599740669,19
US-SSH,40.6658,-77.9041,1.1868051290512085,Humid regions,0.0742298974965545,-0.1669926762845595,-0.0206423077121259,-0.0473859329789989,-0.0989644355934346,4
US-Slt,39.9138,-74.596,1.2360515594482422,Humid regions,-0.0815942457496217,-0.0269341533416375,0.0437459410648296,0.015407677355417,-0.0860877717618842,5
US-Ton,38.4309,-120.966,0.4102545380592346,Drylands,-0.1826781730196431,-0.0041179671268183,0.0713124632304794,0.013545567949556,-0.0889759983068537,9
US-UC1,40.7536,-78.0056,1.2415353059768677,Humid regions,0.1436474581905479,-0.0142103231126555,0.0529818740020758,0.105098151955264,-0.1722903490699955,4
US-UC2,40.7559,-77.9998,1.249807834625244,Humid regions,-0.2204103349105139,0.0890564713348045,-0.0150669966591517,0.0716914657577405,0.0324320022362157,4
US-UMd,45.5625,-84.6975,1.168320655822754,Humid regions,-0.3830584148407992,-0.1323138228349406,-0.0598362077855865,-0.0174934594333313,-0.0549841556160226,10
US-UiE,40.0629,-88.2033,1.1062228679656982,Humid regions,0.327502719255086,0.2653229478458078,0.2721467323525917,-0.0057027158553512,-0.0011210686514326,5
US-Var,38.4133,-120.9508,0.4102545380592346,Drylands,-0.3197104832400925,-0.232776071856152,-0.0003087530154749,-0.2328131785761047,0.0003458597354276,18
US-Wkg,31.7365,-109.9419,0.2205244451761245,Drylands,-0.3144016773073391,-0.2415992451674493,-0.3214295335206542,-0.0878879660896427,0.1677182544428476,19
US-xAB,45.7624,-122.3303,2.636793375015259,Humid regions,0.1587443259233132,0.0157685451448395,-0.0880585538536262,0.0185490272959695,0.0852780717024962,4
US-xAE,35.4106,-99.0588,0.422960102558136,Drylands,0.0179843273761729,0.0452881216482073,0.0136093057560131,0.0122804141142543,0.0193984017779398,4
US-xBL,39.0603,-78.0716,1.023748517036438,Humid regions,0.3748396076622667,0.2824943495766135,-0.0002232445422545,0.2628337529615143,0.0198838411573537,4
US-xBR,44.0639,-71.2873,2.050525426864624,Humid regions,-0.0057195015591669,-0.0744627874660479,-0.001448990420213,0.019333962386213,-0.092347759432048,4
US-xCL,33.4012,-97.57,0.5393295288085938,Drylands,0.395240423186784,0.1834975699483641,-0.0033373242283082,0.1779600056595788,0.0088748885170935,4
US-xCP,40.8155,-104.7456,0.2946617603302002,Drylands,-0.1611776123632354,-0.0113433526594635,-0.0378680789875483,0.0020826046234698,0.024442121704615,4
US-xDC,47.1617,-99.1066,0.5655019879341125,Drylands,-0.1940198862951284,-0.1754618569065049,-0.0892410851834059,-0.1331321571060167,0.0469113853829177,4
US-xDJ,63.8811,-145.7514,0.6896182894706726,Humid regions,-0.1649966324693695,-0.1447654702374,0.0088332135181872,-0.1135937510161973,-0.0400049327393899,4
US-xGR,35.689,-83.5019,1.729259967803955,Humid regions,-0.16136015140433,-0.0717159893724042,-0.0647175023415522,-0.0074776200334541,0.0004791330026021,4
US-xJE,31.1948,-84.4686,1.0245376825332642,Humid regions,0.0956750145337286,0.1500283247841606,0.1934774648853293,-0.0495369159708138,0.006087775869645,4
US-xJR,32.5907,-106.8425,0.1328617930412292,Drylands,-0.0704325088697657,-0.0339169407057852,-0.0573613155485588,0.1049083877396686,-0.0814640128968949,4
US-xKZ,39.1008,-96.5631,0.7549657225608826,Humid regions,0.2570299645447426,-0.0841863496034872,-0.0585589927919279,0.0124716379117407,-0.0380989947233001,4
US-xMB,38.2483,-109.3883,0.2498058825731277,Drylands,-0.03959666758934,-0.0164456743364532,0.2603631770641282,0.0030633406948617,-0.2798721920954432,4
US-xNG,46.7697,-100.9154,0.487081915140152,Drylands,0.1789960617075655,0.0352132749636744,0.0217620220219418,0.0233728115527233,-0.0099215586109907,4
US-xRM,40.2759,-105.5459,0.7957062125205994,Humid regions,0.3425674682756028,0.0621404581876668,0.0065834261094107,0.0178944884946247,0.0376625435836312,4
US-xSJ,37.1088,-119.7323,0.3241850435733795,Drylands,-0.3459593106155817,-0.0371014048935464,0.1312565526439895,0.0555553451755647,-0.2239133027131007,3
US-xSL,40.4619,-103.0293,0.3221395015716553,Drylands,0.0321635144216801,0.0388505389664812,0.0703349223503322,0.0363563718504657,-0.0678407552343166,4
US-xSR,31.9107,-110.8355,0.1765782386064529,Drylands,-0.3218028681447118,-0.3567892590786445,-0.4611815116068141,-0.0828764675866566,0.1872687201148261,4
US-xWD,47.1282,-99.2414,0.5579915046691895,Drylands,-0.129410550905198,0.0198744164874218,-0.1881066847288927,0.0008504392821287,0.2071306619341858,4
US-xWR,45.8205,-121.9519,2.3878214359283447,Humid regions,0.1694268525944742,0.0581411450123818,0.0542994276211345,0.0178626671100239,-0.0140209497187766,4
US-xYE,44.9535,-110.5391,0.7177451848983765,Humid regions,0.3135309728468005,0.2093066382685086,0.6638847513675525,0.0211913367877539,-0.4757694498867978,3
ZA-BfK,-28.8564833333,24.83985,0.2511082887649536,Drylands,-0.3940972911585327,-0.3862294158418178,-0.13804913096245,-0.1098116620075377,-0.13836862287183,3
ZA-BfS,-28.8906,24.86112,0.2511082887649536,Drylands,-0.6444811559797696,-0.3726037026410146,-0.4915079883802665,0.0600863543791117,0.0588179313601401,3
